N_days,mean,std,RMSE,t_stat,t_df,Sharpe_annualized,Hit_rate,AC1,MaxDD,FinalCumPnL
81,-15.800055506311324,89.35729553662684,90.198620566757,-1.591369777955232,80,-2.8069124509424146,0.3333333333333333,-0.11689936139988234,-1183.8826420900866,-1279.8044960112172
