quote_date,expiry,t_selected,t_target,strike,cp,mid,bid,ask,spread_abs,spread_pct,spot,k,k_target,r,q,price_model,iv_mkt,iv_model,vega,w_liq,err_price,err_iv
2017-01-03,2017-01-11,0.021917808219178,0.02,2295.0,P,38.8,37.9,39.7,1.8000000000000045,0.0463917525773197,2257.83,0.0163286684846795,-0.15,0.03106557987748026,0.045026912592139215,38.872032583985856,0.07973971082663546,0.08116182621707756,49.775776560513684,21.555555555555504,0.07203258398585888,0.001422115390442097
2017-01-03,2017-01-11,0.021917808219178,0.02,2295.0,P,38.8,37.9,39.7,1.8000000000000045,0.0463917525773197,2257.83,0.0163286684846795,-0.08,0.03106557987748026,0.045026912592139215,38.872032583985856,0.07973971082663546,0.08116182621707756,49.775776560513684,21.555555555555504,0.07203258398585888,0.001422115390442097
2017-01-03,2017-01-11,0.021917808219178,0.02,2295.0,P,38.8,37.9,39.7,1.8000000000000045,0.0463917525773197,2257.83,0.0163286684846795,-0.04,0.03106557987748026,0.045026912592139215,38.872032583985856,0.07973971082663546,0.08116182621707756,49.775776560513684,21.555555555555504,0.07203258398585888,0.001422115390442097
2017-01-03,2017-01-11,0.021917808219178,0.02,2245.0,C,20.9,20.4,21.4,1.0,0.0478468899521531,2257.83,-0.0056986538336114,0.0,0.03106557987748026,0.045026912592139215,22.112897311386632,0.10542379981965058,0.11506624602706227,125.15957429116833,20.9,1.2128973113866337,0.009642446207411684
2017-01-03,2017-01-11,0.021917808219178,0.02,2245.0,C,20.9,20.4,21.4,1.0,0.0478468899521531,2257.83,-0.0056986538336114,0.04,0.03106557987748026,0.045026912592139215,22.112897311386632,0.10542379981965058,0.11506624602706227,125.15957429116833,20.9,1.2128973113866337,0.009642446207411684
2017-01-03,2017-01-11,0.021917808219178,0.02,2245.0,C,20.9,20.4,21.4,1.0,0.0478468899521531,2257.83,-0.0056986538336114,0.08,0.03106557987748026,0.045026912592139215,22.112897311386632,0.10542379981965058,0.11506624602706227,125.15957429116833,20.9,1.2128973113866337,0.009642446207411684
2017-01-03,2017-01-11,0.021917808219178,0.02,2245.0,C,20.9,20.4,21.4,1.0,0.0478468899521531,2257.83,-0.0056986538336114,0.15,0.03106557987748026,0.045026912592139215,22.112897311386632,0.10542379981965058,0.11506624602706227,125.15957429116833,20.9,1.2128973113866337,0.009642446207411684
2017-01-03,2017-01-25,0.0602739726027397,0.06,2200.0,P,8.3,8.1,8.5,0.4000000000000003,0.0481927710843373,2257.83,-0.0259468146635589,-0.15,0.010886066206101514,0.014887923360942955,9.813478771255632,0.12896946878815405,0.13840297410984445,156.86215240847142,20.749999999999982,1.513478771255631,0.009433505321690405
2017-01-03,2017-01-25,0.0602739726027397,0.06,2200.0,P,8.3,8.1,8.5,0.4000000000000003,0.0481927710843373,2257.83,-0.0259468146635589,-0.08,0.010886066206101514,0.014887923360942955,9.813478771255632,0.12896946878815405,0.13840297410984445,156.86215240847142,20.749999999999982,1.513478771255631,0.009433505321690405
2017-01-03,2017-01-25,0.0602739726027397,0.06,2200.0,P,8.3,8.1,8.5,0.4000000000000003,0.0481927710843373,2257.83,-0.0259468146635589,-0.04,0.010886066206101514,0.014887923360942955,9.813478771255632,0.12896946878815405,0.13840297410984445,156.86215240847142,20.749999999999982,1.513478771255631,0.009433505321690405
2017-01-03,2017-01-25,0.0602739726027397,0.06,2260.0,C,21.200000000000003,20.8,21.6,0.8000000000000007,0.0377358490566038,2257.83,0.0009606382563654,0.0,0.010886066206101514,0.014887923360942955,22.42891152552056,0.10191605165180502,0.10748142210123915,220.8017386856892,26.499999999999982,1.2289115255205587,0.005565370449434129
2017-01-03,2017-01-25,0.0602739726027397,0.06,2275.0,C,13.5,13.2,13.8,0.6000000000000014,0.0444444444444445,2257.83,0.0075758773750847,0.04,0.010886066206101514,0.014887923360942955,14.131423044304483,0.09551337988323796,0.09851788334752516,209.80340140756945,22.499999999999947,0.6314230443044835,0.0030045034642871976
2017-01-03,2017-01-25,0.0602739726027397,0.06,2275.0,C,13.5,13.2,13.8,0.6000000000000014,0.0444444444444445,2257.83,0.0075758773750847,0.08,0.010886066206101514,0.014887923360942955,14.131423044304483,0.09551337988323796,0.09851788334752516,209.80340140756945,22.499999999999947,0.6314230443044835,0.0030045034642871976
2017-01-03,2017-01-25,0.0602739726027397,0.06,2275.0,C,13.5,13.2,13.8,0.6000000000000014,0.0444444444444445,2257.83,0.0075758773750847,0.15,0.010886066206101514,0.014887923360942955,14.131423044304483,0.09551337988323796,0.09851788334752516,209.80340140756945,22.499999999999947,0.6314230443044835,0.0030045034642871976
2017-01-03,2017-02-10,0.1041095890410958,0.1,2150.0,P,9.3,9.1,9.5,0.4000000000000003,0.043010752688172,2257.83,-0.0489363328882576,-0.2,0.015944372660366003,0.02507335670750411,10.325643164171652,0.15167350805727534,0.15743386988862126,174.9408442989678,23.24999999999998,1.025643164171651,0.005760361831345928
2017-01-03,2017-02-10,0.1041095890410958,0.1,2150.0,P,9.3,9.1,9.5,0.4000000000000003,0.043010752688172,2257.83,-0.0489363328882576,-0.12,0.015944372660366003,0.02507335670750411,10.325643164171652,0.15167350805727534,0.15743386988862126,174.9408442989678,23.24999999999998,1.025643164171651,0.005760361831345928
2017-01-03,2017-02-10,0.1041095890410958,0.1,2150.0,P,9.3,9.1,9.5,0.4000000000000003,0.043010752688172,2257.83,-0.0489363328882576,-0.06,0.015944372660366003,0.02507335670750411,10.325643164171652,0.15167350805727534,0.15743386988862126,174.9408442989678,23.24999999999998,1.025643164171651,0.005760361831345928
2017-01-03,2017-02-10,0.1041095890410958,0.1,2190.0,P,14.6,14.3,14.9,0.5999999999999996,0.0410958904109588,2257.83,-0.0305026311994195,-0.03,0.015944372660366003,0.02507335670750411,15.947010880490325,0.13623505184551166,0.14209342258039948,227.79616962568065,24.33333333333335,1.3470108804903251,0.005858370734887819
2017-01-03,2017-02-10,0.1041095890410958,0.1,2260.0,P,33.6,33.2,34.0,0.7999999999999972,0.0238095238095237,2257.83,0.0009606382563654,0.0,0.015944372660366003,0.02507335670750411,34.30985288706552,0.10822103475987406,0.11067147481795472,289.6752420975661,42.00000000000015,0.7098528870655159,0.0024504400580806635
2017-01-03,2017-02-10,0.1041095890410958,0.1,2290.0,C,14.85,14.5,15.2,0.6999999999999993,0.047138047138047,2257.83,0.0141476425383192,0.03,0.015944372660366003,0.02507335670750411,14.175006411669983,0.09859214128984377,0.09599739030503099,260.9299436167372,21.214285714285737,-0.6749935883300164,-0.0025947509848127798
2017-01-03,2017-02-10,0.1041095890410958,0.1,2290.0,C,14.85,14.5,15.2,0.6999999999999993,0.047138047138047,2257.83,0.0141476425383192,0.06,0.015944372660366003,0.02507335670750411,14.175006411669983,0.09859214128984377,0.09599739030503099,260.9299436167372,21.214285714285737,-0.6749935883300164,-0.0025947509848127798
2017-01-03,2017-02-10,0.1041095890410958,0.1,2290.0,C,14.85,14.5,15.2,0.6999999999999993,0.047138047138047,2257.83,0.0141476425383192,0.12,0.015944372660366003,0.02507335670750411,14.175006411669983,0.09859214128984377,0.09599739030503099,260.9299436167372,21.214285714285737,-0.6749935883300164,-0.0025947509848127798
2017-01-03,2017-02-10,0.1041095890410958,0.1,2290.0,C,14.85,14.5,15.2,0.6999999999999993,0.047138047138047,2257.83,0.0141476425383192,0.2,0.015944372660366003,0.02507335670750411,14.175006411669983,0.09859214128984377,0.09599739030503099,260.9299436167372,21.214285714285737,-0.6749935883300164,-0.0025947509848127798
2017-01-03,2017-03-17,0.2,0.2,2135.0,P,20.7,20.2,21.2,1.0,0.0483091787439613,2257.83,-0.0559375283472412,-0.2,0.012574244317692839,0.024157342919576948,21.10693315771232,0.16052400708420975,0.16189978392617763,295.0853275646685,20.7,0.4069331577123201,0.0013757768419678795
2017-01-03,2017-03-17,0.2,0.2,2135.0,P,20.7,20.2,21.2,1.0,0.0483091787439613,2257.83,-0.0559375283472412,-0.12,0.012574244317692839,0.024157342919576948,21.10693315771232,0.16052400708420975,0.16189978392617763,295.0853275646685,20.7,0.4069331577123201,0.0013757768419678795
2017-01-03,2017-03-17,0.2,0.2,2135.0,P,20.7,20.2,21.2,1.0,0.0483091787439613,2257.83,-0.0559375283472412,-0.06,0.012574244317692839,0.024157342919576948,21.10693315771232,0.16052400708420975,0.16189978392617763,295.0853275646685,20.7,0.4069331577123201,0.0013757768419678795
2017-01-03,2017-03-17,0.2,0.2,2190.0,P,30.9,30.3,31.5,1.1999999999999993,0.0388349514563106,2257.83,-0.0305026311994195,-0.03,0.012574244317692839,0.024157342919576948,31.10060981292827,0.14356870064298716,0.1441276401039374,358.7781403995767,25.750000000000018,0.20060981292827051,0.0005589394609502307
2017-01-03,2017-03-17,0.2,0.2,2260.0,P,52.45,51.7,53.2,1.5,0.0285986653956148,2257.83,0.0009606382563654,0.0,0.012574244317692839,0.024157342919576948,51.681178116900355,0.12123068705721189,0.11931175615939626,400.660611329128,34.96666666666667,-0.7688218830996476,-0.0019189308978156266
2017-01-03,2017-03-17,0.2,0.2,2295.0,C,26.55,25.9,27.2,1.3000000000000007,0.0489642184557439,2257.83,0.0163286684846795,0.03,0.012574244317692839,0.024157342919576948,25.226722048618058,0.11007423887243124,0.10655139338508435,376.5155098252341,20.42307692307691,-1.323277951381943,-0.0035228454873468956
2017-01-03,2017-03-17,0.2,0.2,2295.0,C,26.55,25.9,27.2,1.3000000000000007,0.0489642184557439,2257.83,0.0163286684846795,0.06,0.012574244317692839,0.024157342919576948,25.226722048618058,0.11007423887243124,0.10655139338508435,376.5155098252341,20.42307692307691,-1.323277951381943,-0.0035228454873468956
2017-01-03,2017-03-17,0.2,0.2,2295.0,C,26.55,25.9,27.2,1.3000000000000007,0.0489642184557439,2257.83,0.0163286684846795,0.12,0.012574244317692839,0.024157342919576948,25.226722048618058,0.11007423887243124,0.10655139338508435,376.5155098252341,20.42307692307691,-1.323277951381943,-0.0035228454873468956
2017-01-03,2017-03-17,0.2,0.2,2295.0,C,26.55,25.9,27.2,1.3000000000000007,0.0489642184557439,2257.83,0.0163286684846795,0.2,0.012574244317692839,0.024157342919576948,25.226722048618058,0.11007423887243124,0.10655139338508435,376.5155098252341,20.42307692307691,-1.323277951381943,-0.0035228454873468956
