quote_date,expiry,t_selected,t_target,strike,cp,mid,bid,ask,spread_abs,spread_pct,spot,k,k_target,r,q,price_model,iv_mkt,iv_model,vega,w_liq,err_price,err_iv
2017-01-03,2017-04-21,0.2958904109589041,0.3,2080.0,P,24.05,23.5,24.6,1.1000000000000014,0.0457380457380457,2257.83,-0.0820362813146025,-0.2,0.011829011995149408,0.020669807125933908,24.34813348449825,0.17754620891441295,0.17843903486056348,333.3585098294129,21.86363636363633,0.2981334844982477,0.0008928259461505328
2017-01-03,2017-04-21,0.2958904109589041,0.3,2080.0,P,24.05,23.5,24.6,1.1000000000000014,0.0457380457380457,2257.83,-0.0820362813146025,-0.12,0.011829011995149408,0.020669807125933908,24.34813348449825,0.17754620891441295,0.17843903486056348,333.3585098294129,21.86363636363633,0.2981334844982477,0.0008928259461505328
2017-01-03,2017-04-21,0.2958904109589041,0.3,2125.0,P,30.8,30.2,31.4,1.1999999999999993,0.0389610389610389,2257.83,-0.0606323726514489,-0.06,0.011829011995149408,0.020669807125933908,31.173879733988088,0.16561472566580662,0.16658701621171326,384.0720609599967,25.66666666666668,0.3738797339880868,0.00097229054590664
2017-01-03,2017-04-21,0.2958904109589041,0.3,2200.0,P,46.95,46.3,47.6,1.3000000000000045,0.0276890308839191,2257.83,-0.0259468146635589,-0.03,0.011829011995149408,0.020669807125933908,47.2267967440921,0.14503537420841425,0.14563650382057536,460.37938614937565,36.1153846153845,0.27679674409209554,0.0006011296121611054
2017-01-03,2017-04-21,0.2958904109589041,0.3,2260.0,P,66.6,65.8,67.4,1.6000000000000083,0.0240240240240241,2257.83,0.0009606382563654,0.0,0.011829011995149408,0.020669807125933908,66.46855882475938,0.12813365775001856,0.12786370960892465,486.9134197758609,41.62499999999977,-0.13144117524061016,-0.0002699481410939064
2017-01-03,2017-04-21,0.2958904109589041,0.3,2320.0,C,27.950000000000003,27.3,28.6,1.3000000000000007,0.0465116279069767,2257.83,0.0271630106503894,0.03,0.011829011995149408,0.020669807125933908,27.137952481991192,0.11205959873245461,0.11020392921001114,438.4800673243895,21.49999999999999,-0.8120475180088107,-0.0018556695224434677
2017-01-03,2017-04-21,0.2958904109589041,0.3,2320.0,C,27.950000000000003,27.3,28.6,1.3000000000000007,0.0465116279069767,2257.83,0.0271630106503894,0.06,0.011829011995149408,0.020669807125933908,27.137952481991192,0.11205959873245461,0.11020392921001114,438.4800673243895,21.49999999999999,-0.8120475180088107,-0.0018556695224434677
2017-01-03,2017-04-21,0.2958904109589041,0.3,2320.0,C,27.950000000000003,27.3,28.6,1.3000000000000007,0.0465116279069767,2257.83,0.0271630106503894,0.12,0.011829011995149408,0.020669807125933908,27.137952481991192,0.11205959873245461,0.11020392921001114,438.4800673243895,21.49999999999999,-0.8120475180088107,-0.0018556695224434677
2017-01-03,2017-04-21,0.2958904109589041,0.3,2320.0,C,27.950000000000003,27.3,28.6,1.3000000000000007,0.0465116279069767,2257.83,0.0271630106503894,0.2,0.011829011995149408,0.020669807125933908,27.137952481991192,0.11205959873245461,0.11020392921001114,438.4800673243895,21.49999999999999,-0.8120475180088107,-0.0018556695224434677
2017-01-03,2017-06-30,0.4876712328767123,0.5,1850.0,P,17.6,17.3,17.9,0.5999999999999979,0.0340909090909089,2257.83,-0.1992185359375956,-0.2,0.013458167332493139,0.023482893210607564,17.02011494591352,0.22909181738230489,0.22692070359457184,268.9726057631536,29.33333333333344,-0.5798850540864819,-0.0021711137877330478
2017-01-03,2017-06-30,0.4876712328767123,0.5,2000.0,P,32.35,32.0,32.7,0.7000000000000028,0.0216383307573416,2257.83,-0.1212569944678838,-0.12,0.013458167332493139,0.023482893210607564,32.00569041176118,0.19772589980845082,0.19688557821252178,410.3527055164145,46.21428571428553,-0.3443095882388221,-0.0008403215959290333
2017-01-03,2017-06-30,0.4876712328767123,0.5,2125.0,P,53.85,53.5,54.2,0.7000000000000028,0.0129990714948932,2257.83,-0.0606323726514489,-0.06,0.013458167332493139,0.023482893210607564,53.59170939162141,0.1708508253100939,0.1703734875876683,541.2694276851374,76.92857142857112,-0.2582906083785943,-0.0004773377224256137
2017-01-03,2017-06-30,0.4876712328767123,0.5,2200.0,P,73.35,72.9,73.8,0.8999999999999915,0.0122699386503066,2257.83,-0.0259468146635589,-0.03,0.013458167332493139,0.023482893210607564,73.10401699169233,0.15412492064890038,0.15371683816590387,602.8059893731456,81.50000000000077,-0.24598300830766107,-0.00040808248299650796
2017-01-03,2017-06-30,0.4876712328767123,0.5,2250.0,P,90.35,89.9,90.8,0.8999999999999915,0.0099612617598228,2257.83,-0.0034739588115003,0.0,0.013458167332493139,0.023482893210607564,90.15306121153299,0.1426930408409563,0.14237614656173522,621.4636966352839,100.38888888888984,-0.1969387884670084,-0.00031689427922107494
2017-01-03,2017-06-30,0.4876712328767123,0.5,2325.0,C,47.0,46.6,47.4,0.7999999999999972,0.0170212765957446,2257.83,0.0293158640114905,0.03,0.013458167332493139,0.023482893210607564,46.5207520711981,0.1263433026474022,0.12552538492403684,586.2198651931484,58.75000000000021,-0.4792479288018967,-0.0008179177233653689
2017-01-03,2017-06-30,0.4876712328767123,0.5,2400.0,C,20.1,19.9,20.3,0.4000000000000021,0.0199004975124379,2257.83,0.0610645623260708,0.06,0.013458167332493139,0.023482893210607564,19.48905867840415,0.11205441163846669,0.11069149559027813,450.21948831839575,50.24999999999974,-0.6109413215958526,-0.001362916048188556
2017-01-03,2017-06-30,0.4876712328767123,0.5,2425.0,C,14.45,14.3,14.6,0.2999999999999989,0.0207612456747404,2257.83,0.0714273493616174,0.12,0.013458167332493139,0.023482893210607564,13.773543189176849,0.10854568513995277,0.10679180061403287,388.90532728096434,48.16666666666684,-0.6764568108231508,-0.001753884525919902
2017-01-03,2017-06-30,0.4876712328767123,0.5,2425.0,C,14.45,14.3,14.6,0.2999999999999989,0.0207612456747404,2257.83,0.0714273493616174,0.2,0.013458167332493139,0.023482893210607564,13.773543189176849,0.10854568513995277,0.10679180061403287,388.90532728096434,48.16666666666684,-0.6764568108231508,-0.001753884525919902
2017-01-03,2017-12-29,0.9863013698630136,1.0,1850.0,P,47.05,46.6,47.5,0.8999999999999986,0.0191285866099893,2257.83,-0.1992185359375956,-0.2,0.013884914479439152,0.022751904068549884,46.11365206152891,0.22156679305590696,0.21983885034187625,543.4576817650394,52.27777777777786,-0.9363479384710871,-0.0017279427140307058
2017-01-03,2017-12-29,0.9863013698630136,1.0,2000.0,P,72.75,72.1,73.4,1.3000000000000114,0.0178694158075602,2257.83,-0.1212569944678838,-0.12,0.013884914479439152,0.022751904068549884,72.03155655603086,0.1987591860115827,0.19773121093662985,699.464699255578,55.96153846153798,-0.7184434439691358,-0.0010279750749528638
2017-01-03,2017-12-29,0.9863013698630136,1.0,2125.0,P,103.55,102.8,104.3,1.5,0.0144857556735876,2257.83,-0.0606323726514489,-0.06,0.013884914479439152,0.022751904068549884,103.2467714828515,0.17964537669157912,0.1792727227035246,813.7647342403984,69.03333333333333,-0.3032285171484972,-0.00037265398805452765
2017-01-03,2017-12-29,0.9863013698630136,1.0,2200.0,P,127.5,126.7,128.3,1.6000000000000083,0.0125490196078432,2257.83,-0.0259468146635589,-0.03,0.013884914479439152,0.022751904068549884,127.65561826997146,0.16803073622686027,0.16821176744140165,859.6195106250211,79.68749999999957,0.15561826997145545,0.00018103121454138282
2017-01-03,2017-12-29,0.9863013698630136,1.0,2250.0,P,146.35,145.5,147.2,1.6999999999999886,0.0116159890673043,2257.83,-0.0034739588115003,0.0,0.013884914479439152,0.022751904068549884,146.85545778154892,0.1603018860317118,0.16088037864502325,873.7580382356701,86.08823529411822,0.5054577815489267,0.0005784926133114432
2017-01-03,2017-12-29,0.9863013698630136,1.0,2325.0,C,94.15,93.3,95.0,1.7000000000000028,0.0180562931492299,2257.83,0.0293158640114905,0.03,0.013884914479439152,0.022751904068549884,95.1715777867164,0.14885876954907154,0.1500462365588078,860.093100647438,55.38235294117639,1.0215777867163922,0.001187467009736265
2017-01-03,2017-12-29,0.9863013698630136,1.0,2400.0,C,60.85,60.1,61.6,1.5,0.0246507806080525,2257.83,0.0610645623260708,0.06,0.013884914479439152,0.022751904068549884,62.28958247302137,0.13781206838254928,0.13962344511302707,793.42900721965,40.56666666666667,1.4395824730213675,0.0018113767304777928
2017-01-03,2017-12-29,0.9863013698630136,1.0,2550.0,C,19.55,19.2,19.9,0.6999999999999993,0.0358056265984654,2257.83,0.1216891841425056,0.12,0.013884914479439152,0.022751904068549884,20.359879657350177,0.1201762976908365,0.12174316427871844,512.9280450512654,27.92857142857145,0.8098796573501765,0.0015668665878819377
2017-01-03,2017-12-29,0.9863013698630136,1.0,2550.0,C,19.55,19.2,19.9,0.6999999999999993,0.0358056265984654,2257.83,0.1216891841425056,0.2,0.013884914479439152,0.022751904068549884,20.359879657350177,0.1201762976908365,0.12174316427871844,512.9280450512654,27.92857142857145,0.8098796573501765,0.0015668665878819377
