date,TH,UM_delta_hedged,SM,ME,TC,cash_pnl,PnL_total
2017-02-06,-19.240634069967655,0.043091927551203446,4.516513078142566,8.051570736562223,0.0,0.0,-6.629458327711664
2017-02-07,-20.998041071389935,0.3511298841433712,21.508994353284038,-4.845915665029775,0.0,0.0,-3.9838324989923
2017-02-08,-18.723854452158434,15.101896874616108,-29.742269103039234,-14.524057954240645,0.0,0.0,-47.888284634822206
2017-02-09,-17.40039991585013,5.7445232515238605,-44.597785726843426,7.990452092138746,0.0,0.0,-48.26321029903095
2017-02-13,-18.211873084573767,8.108266978254564,-69.69496316251133,4.6847988241669345,0.0,0.0,-75.1137704446636
2017-02-14,-15.03910287353824,12.542981286519442,29.517021099928684,3.8718591786606087,0.0,0.0,30.892758691570492
2017-02-15,-17.12106118372151,0.46574324423163443,26.782771226112857,-13.696060403953416,0.0,0.0,-3.5686071173304317
2017-02-16,-15.726524665126163,1.3021725879252275,-13.208994459488224,2.4393084187237735,0.0,0.0,-25.194038117965388
2017-02-21,-18.61665579226019,0.5411665612466948,41.62690405687226,3.34123393547541,0.0,0.0,26.89264876133418
2017-02-22,-18.633223837573723,0.08225350657868925,38.152631673745304,-2.1748578811112393,0.0,0.0,17.42680346163903
2017-02-23,-20.97787942306485,1.2446624410752218,5.1556491229890185,-7.8113215243809515,0.0,0.0,-22.38888938338156
2017-02-27,-21.051997751634985,5.2761714294118915,86.28425935363248,4.558691831351373,0.0,0.0,75.06712486276076
2017-02-28,-20.04198890998302,96.13182769844141,-64.72923962164401,-16.601010368574364,0.0,0.0,-5.240411201759987
2017-03-01,-22.44122910128334,22.892593735228,-22.077401839860727,9.99738850844286,0.0,0.0,-11.628648697473206
2017-03-02,-20.29914830622215,0.09564734995594674,-75.90128586894542,-13.26578979264211,0.0,0.0,-109.37057661785373
2017-03-06,-20.334885888270264,5.04483231160848,15.665015631351196,-11.05660941031578,0.0,0.0,-10.681647355626367
2017-03-07,-20.711153303425363,3.582500125267316,12.817427296641654,11.786396145743577,0.0,0.0,7.475170264227185
2017-03-08,-20.16571427277131,0.25875585414240465,40.15654169011407,2.717484778585141,0.0,0.0,22.967068050070303
2017-03-09,-18.822458593001045,4.344075924562047,-80.67567266622234,-15.129350389826609,0.0,0.0,-110.28340572448795
2017-03-13,-22.942045264720605,10.189175801450917,73.81565593378122,-7.981240605957481,0.0,0.0,53.081545864554045
2017-03-14,-22.833099210348394,46.383255960705206,-85.67774108765349,-28.477145360629684,0.0,0.0,-90.60472969792636
2017-03-15,-21.526106119135136,2.549630440715187,-88.48309741041541,1.0911351040878472,0.0,0.0,-106.36843798474752
2017-03-16,-21.59678282265253,1.3942116516336616,3.2615595595370337,1.9577586677893528,0.0,0.0,-14.98325294369248
2017-03-20,-18.52664927120236,109.60412184662228,135.82914730499874,-5.317644106542631,0.0,0.0,221.58897577387603
2017-03-21,-23.751549829573946,1.884138609255384,27.740707978684156,-34.54561050860147,0.0,0.0,-28.672313750235876
2017-03-22,-22.315862508087093,0.7812670065805923,40.16010197806213,9.847825977981952,0.0,0.0,28.47333245453758
2017-03-23,-23.564266807019976,0.5014784201061615,-68.53872946248771,47.24609315970463,0.0,0.0,-44.355424689696896
2017-03-27,-23.502395985887915,31.066056938804348,-108.23111443617518,-49.09517794725199,0.0,0.0,-149.76263143051074
2017-03-28,-21.496270764932206,0.7377112447010806,-50.03227644532808,8.694953354710591,0.0,0.0,-62.09588261084861
2017-03-29,-21.62934004806675,5.649719638559906,-16.231211834184705,-15.712893936072913,0.0,0.0,-47.923726179764465
2017-03-30,-19.864509544558473,3.3376982983974326,34.729586463410556,6.9483521600180165,0.0,0.0,25.15112737726753
2017-04-03,-22.253843545948143,0.1000181809865268,-49.4783482056539,-4.719033342578281,0.0,0.0,-76.3512069131938
2017-04-04,-21.20185642256172,7.781632795104518,124.51399241324395,-9.571450348514805,0.0,0.0,101.52231843727195
2017-04-05,-22.2350399493165,2.2586412394955686,-65.70014891719325,7.280574526225862,0.0,0.0,-78.39597310078831
2017-04-06,-20.822388396433666,0.5720266601626826,30.588050160282933,7.328341209942662,0.0,0.0,17.66602963395461
2017-04-10,-23.275504421287906,1.5528443030629528,52.32049322337565,11.151841852490623,0.0,0.0,41.74967495764132
2017-04-11,-22.534515839413416,9.694502902188521,45.343534820574064,-6.989594372406204,0.0,0.0,25.513927510942963
2017-04-12,-24.370508487513376,30.218069200117846,78.198789200796,-7.690262269135646,0.0,0.0,76.35608764426482
2017-04-17,-23.31277285090539,5.957931733930986,7.812449263159806,-3.136036173586378,0.0,0.0,-12.678428027400976
2017-04-18,-22.147388091077232,2.026527528006739,57.19787746476345,-1.858704953064528,0.0,0.0,35.21831194862843
2017-04-19,-22.485543758955544,30.658662456433113,-133.15622966844512,22.133275372527308,0.0,0.0,-102.84983559844024
2017-04-20,-17.5966182745087,6.059338839411765,86.73461244188181,-31.25661330622939,0.0,0.0,43.94071970055548
2017-04-24,-19.195546207176335,21.343619168812328,-3.0705326452729196,-16.586204902221183,0.0,0.0,-17.508664585858106
2017-04-25,-18.78798876059585,0.27856972280624126,26.82268455880842,-7.733266517147216,0.0,0.0,0.5799990038715919
2017-04-26,-19.55166176761793,0.1428892672324994,-19.533215988012785,7.239904198960353,0.0,0.0,-31.702084289437863
2017-04-27,-18.09791081668152,3.131582849951021,-562.6573747093032,569.3822026583708,0.0,0.0,-8.241500017662826
2017-05-01,-19.626520880849625,0.8419151855915523,37.60090986901628,-17.432448559287604,0.0,0.0,1.3838556144706002
2017-05-02,-19.015297562859246,1.54246577014553,35.000986971038856,-6.048616571150462,0.0,0.0,11.479538607174678
2017-05-03,-19.136538224197324,0.20916309550484508,-23.27149662061649,-0.12223194714401142,0.0,0.0,-42.32110369645298
2017-05-04,-18.722351940698672,11.802645110069381,-21.458016229219766,28.772203948178582,0.0,0.0,0.39448088832952366
2017-05-08,-17.616286989975833,1.0315000417725093,31.086884706453446,-15.63861644054928,0.0,0.0,-1.1365186822991578
2017-05-09,-15.738970234750099,0.844717814327169,31.943886978440304,-13.153714379218274,0.0,0.0,3.895920178799101
2017-05-10,-16.37864421616291,4.3032875499876075,27.63341386091372,-2.5996618800344855,0.0,0.0,12.95839531470393
2017-05-11,-17.484265273336632,1.5075930673096243,-7.798383941320651,-4.600692260581257,0.0,0.0,-28.375748407928917
2017-05-15,-17.679592302006142,0.5439970377652544,-5.317404251448323,3.6381612338465326,0.0,0.0,-18.81483828184268
2017-05-16,-18.031559983573914,279.9746244189039,423.24446494773235,-121.24782986470521,0.0,0.0,563.9396995183571
2017-05-17,-27.293285195647968,7.04323683957182,-105.05295879888877,-49.752053833558875,0.0,0.0,-175.0550609885238
2017-05-18,-20.7440293374288,26.385312603504865,-208.17209012918886,12.727102013569581,0.0,0.0,-189.8037048495432
2017-05-22,-18.644547064653466,2.2945821643071174,-7.514397680766308,-13.481162075390282,0.0,0.0,-37.34552465650294
2017-05-23,-18.67846599437621,4.349815507090927,-39.124365423824486,-22.129022254002866,0.0,0.0,-75.58203816511264
2017-05-24,-18.95954892735864,16.970525945957267,-34.02292701476085,-0.4523334348966688,0.0,0.0,-36.464283431058895
2017-05-25,-17.086672632780733,-0.005199540570387566,-1.1970799864648143,2.4649603757773004,0.0,0.0,-15.823991784038634
2017-05-30,-18.743527695807842,0.24990335999044078,13.42683767190536,-7.774780301080338,0.0,0.0,-12.84156696499238
